Cat_0,Cat_1,Cat_10,Cat_11,Cat_12,Cat_13,Cat_14,Cat_15,Cat_16,Cat_17,Cat_18,Cat_19,Cat_2,Cat_20,Cat_21,Cat_22,Cat_23,Cat_24,Cat_25,Cat_26,Cat_27,Cat_28,Cat_29,Cat_3,Cat_30,Cat_31,Cat_32,Cat_33,Cat_4,Cat_5,Cat_6,Cat_7,Cat_8,Cat_9,Real_0,Real_1,Real_10,Real_11,Real_12,Real_13,Real_14,Real_15,Real_16,Real_17,Real_18,Real_19,Real_2,Real_20,Real_21,Real_22,Real_23,Real_24,Real_25,Real_26,Real_27,Real_28,Real_3,Real_4,Real_5,Real_6,Real_7,Real_8,Real_9,Target,Target
1,-1,12,14,2,4,0,3,3,3,5,0,3,2,1,4,3,6,5,2,4,3,2,3,-1,-1,-1,4,0,4,2,0,1,1,-0.7383834434682631,-0.5609356140406917,0.1409165302782324,0.29055690072639223,0.0,0.2153353428786737,0.5,0.6666666666666666,0.0,0.0,0.4,0.152327221438646,-2.0893299674088,0.0,0.09560229445506692,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.75,0.17647058823529413,0.6666666666666666,0.7142857142857143,0.0,0.0,0.0,0.3685787671232877,7.27931883541462,7.27931883541462
1,-1,5,6,2,4,1,3,3,3,1,0,3,4,1,4,3,6,1,1,4,3,2,3,-1,1,2,4,0,4,2,0,1,1,-0.33747521220176374,-0.5609356140406917,0.1414075286415712,0.0,0.0,0.10173323285606632,0.0,0.3333333333333333,0.0,0.0,0.3,0.20310296191819463,-0.4452899796603713,0.04532967032967033,0.0,0.0,0.0,0.0,0.0,0.03870967741935484,0.9090909090909091,0.75,0.0,0.4444444444444444,0.5714285714285714,0.3,0.09036144578313253,0.0,0.15154109589041095,7.170119543449628,7.170119543449628
0,-1,7,8,2,4,1,3,3,3,5,0,3,4,1,4,3,6,5,1,4,3,2,2,-1,-1,2,4,0,4,2,0,1,1,1.9877925291439327,-0.5609356140406917,0.1463175122749591,0.0,0.0,0.10550113036925396,0.0,0.3333333333333333,0.0,0.0,0.4,0.8801128349788434,0.6233360123761073,0.0,0.03824091778202677,0.0,0.0,0.0,0.0,0.03612903225806452,0.6363636363636364,0.5,0.058823529411764705,0.2222222222222222,0.2857142857142857,0.0,0.0,0.0,0.3827054794520548,6.697034247666484,6.697034247666484
1,-1,11,13,1,4,2,2,3,3,2,0,0,0,1,4,2,6,1,1,4,3,2,3,-1,-1,-1,4,0,4,2,0,1,1,-0.01674862718856422,0.336552751984649,0.24828150572831423,0.0,0.0,0.22626224566691786,0.0,0.6666666666666666,0.0,0.0,0.5,0.3751763046544429,1.0343460093132144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,1.0,0.0,0.6666666666666666,0.42857142857142855,0.9,0.00035435861091424523,0.0,0.6485445205479452,7.668561108015897,7.668561108015897
1,-1,11,13,2,4,2,2,3,3,5,0,3,0,1,4,3,6,1,1,4,3,2,3,-1,-1,-1,0,0,4,2,0,1,1,,-0.5609356140406917,0.15122749590834697,0.3593220338983051,0.0,0.2554634513941221,0.0,0.6666666666666666,0.5,0.0,0.5,0.32651622002820874,0.8699420105383716,0.13736263736263737,0.09177820267686425,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.25,0.23529411764705882,0.5555555555555556,0.42857142857142855,0.8333333333333334,0.0,0.0,0.3955479452054795,7.501082124259871,7.501082124259871
1,-1,12,14,2,4,1,3,3,3,1,0,3,2,1,4,2,6,1,2,4,3,2,3,-1,-1,-1,4,0,4,2,0,1,1,-0.17711191969516396,-0.5609356140406917,0.16497545008183306,0.0,0.0,0.12697814619442352,0.0,0.3333333333333333,0.0,0.0,0.4,0.1692524682651622,-1.061804975066032,0.0,0.03441682600382409,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.25,0.0,0.4444444444444444,0.7142857142857143,0.9333333333333333,0.11392629340892983,0.0,0.15625,7.20414929203594,7.20414929203594
1,-1,11,13,2,4,2,2,3,3,5,0,0,0,1,4,2,6,1,0,4,3,2,3,-1,-1,-1,4,0,4,2,0,1,1,-0.33747521220176374,-0.5609356140406917,0.13747954173486088,0.4261501210653753,0.0,0.26111529766390357,0.0,0.6666666666666666,0.5,0.0,0.5,0.31029619181946405,1.0343460093132144,0.13736263736263737,0.09177820267686425,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.25,0.23529411764705882,0.6666666666666666,0.42857142857142855,0.9,0.0,0.0,0.3595890410958904,7.51479976048867,7.51479976048867
1,-1,12,14,1,4,1,3,3,3,4,0,3,0,1,4,3,6,1,1,4,3,2,3,-1,3,-1,3,0,4,2,0,1,1,-0.01674862718856422,-0.3205369445696183,0.16530278232405893,0.0,0.0,0.15071590052750566,0.0,0.3333333333333333,0.0,0.0,0.4,0.17912552891396333,-0.774097977210057,0.0,0.030592734225621414,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.25,0.0,0.4444444444444444,0.7142857142857143,0.8666666666666667,0.1041814316087881,0.0,0.18065068493150685,7.2078598714324755,7.2078598714324755
1,-1,2,3,2,4,0,3,3,3,5,0,3,4,1,0,3,6,5,2,4,3,2,0,-1,2,-1,4,0,4,2,0,1,1,-0.45774768158171353,-0.5609356140406917,0.1656301145662848,0.0,0.0,0.12773172569706104,0.0,0.3333333333333333,0.0,0.0,0.4,0.21720733427362482,-2.4181379649584858,0.0,0.04206500956022945,0.3522012578616352,0.0,0.0,0.0,0.0,0.36363636363636365,0.25,0.058823529411764705,0.5555555555555556,0.42857142857142855,0.0,0.0,0.0,0.4332191780821918,7.076653815443951,7.076653815443951
1,-1,11,13,1,4,2,2,3,0,2,0,0,0,1,4,2,6,1,1,4,3,2,3,-1,-1,-1,4,0,4,2,0,1,1,0.06343301906473565,0.3312105593297363,0.23780687397708675,0.0,0.0,0.21571213262999248,0.0,0.6666666666666666,0.0,0.0,0.5,0.3935119887165021,0.9932450096195038,0.1978021978021978,0.055449330783938815,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.25,0.0,0.6666666666666666,0.42857142857142855,0.8833333333333333,0.1794826364280652,0.0,0.18835616438356165,7.723120092266331,7.723120092266331
1,-1,12,14,0,4,1,3,3,3,4,0,3,0,1,4,3,0,1,1,4,3,2,3,-1,0,-1,4,0,0,2,0,1,1,0.7048861890911347,-0.20300870616153796,0.1855973813420622,0.0,0.0,0.27675207234363225,0.0,0.6666666666666666,0.0,0.0,0.6,0.34132581100141046,-0.8974009762911892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.2857142857142857,0.8333333333333334,0.029766123316796598,0.4626865671641791,0.12157534246575342,7.346010209913293,7.346010209913293
1,-1,11,13,2,4,2,2,3,3,5,0,3,0,1,4,2,6,1,1,4,3,2,3,-1,-1,-1,4,0,4,2,0,1,1,0.18370548844468546,-0.5609356140406917,0.12569558101472994,0.3893462469733656,0.0,0.23662396382818388,0.0,0.6666666666666666,0.5,0.0,0.4,0.4767277856135402,1.1987500080880573,0.0,0.05736137667304015,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.75,0.23529411764705882,0.7777777777777778,0.42857142857142855,0.9666666666666667,0.0,0.0,0.3287671232876712,7.649692623711514,7.649692623711514
1,-1,11,13,2,4,2,2,3,3,2,0,3,0,1,4,2,6,1,0,4,3,2,3,-1,-1,-1,4,0,2,2,0,1,1,-0.25729356594846386,-0.5609356140406917,0.12078559738134206,0.35738498789346246,0.0,0.21514694800301432,0.0,0.6666666666666666,0.5,0.0,0.5,0.38081805359661497,1.0754470090069252,0.13736263736263737,0.06692160611854685,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.75,0.23529411764705882,0.5555555555555556,0.42857142857142855,0.9166666666666666,0.03419560595322466,0.0,0.23330479452054795,7.45876269238096,7.45876269238096
1,-1,7,8,2,4,1,3,3,3,1,0,3,0,1,4,3,6,1,0,4,3,2,3,-1,-1,-1,4,0,4,2,0,1,1,0.14361466531803554,-0.5609356140406917,0.15319148936170213,0.0,0.0,0.11341371514694801,0.0,0.3333333333333333,0.0,0.0,0.2,0.21720733427362482,-0.9385019759848999,0.0,0.0,0.25157232704402516,0.0,0.3902439024390244,0.0,0.0,0.36363636363636365,1.0,0.0,0.4444444444444444,0.7142857142857143,0.8333333333333334,0.04394046775336641,0.1628222523744912,0.1917808219178082,7.162397497355718,7.162397497355718
1,-1,11,13,2,4,2,2,3,0,2,0,0,0,1,4,2,6,1,0,4,3,2,3,-1,-1,-1,4,0,4,2,0,1,1,-0.0969302734418641,-0.5609356140406917,0.2342062193126023,0.0,0.0,0.20666917859834213,0.0,0.6666666666666666,0.0,0.0,0.4,0.4696755994358251,0.8288410108446609,0.0,0.06692160611854685,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.75,0.0,0.6666666666666666,0.42857142857142855,0.8166666666666667,0.09922041105598867,0.0,0.3728595890410959,7.560080465021827,7.560080465021827
1,-1,8,10,2,4,2,2,3,3,2,0,3,0,1,4,2,6,1,1,4,3,2,3,-1,-1,-1,4,0,4,2,4,1,1,-0.6181109740883133,-0.5609356140406917,0.19623567921440263,0.0,0.0,0.1629615674453655,0.0,0.6666666666666666,0.0,0.0,0.3,0.37376586741889983,0.5822350126823966,0.0,0.12045889101338432,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.5,0.5882352941176471,0.5555555555555556,0.42857142857142855,0.7166666666666667,0.05315379163713678,0.0,0.3848458904109589,7.338888133838879,7.338888133838879
1,-1,11,13,2,4,2,2,3,0,2,0,0,0,1,4,2,6,1,0,4,3,2,3,-1,-1,-1,5,0,4,2,0,1,1,0.10352384219138559,-0.5609356140406917,0.2193126022913257,0.0,0.0,0.18952524491333836,0.0,0.6666666666666666,0.0,0.0,0.4,0.27926657263751764,1.1576490083943467,0.13736263736263737,0.05736137667304015,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.25,0.0,0.6666666666666666,0.42857142857142855,0.95,0.004252303330970942,0.0,0.5633561643835616,7.501822181841407,7.501822181841407
1,-1,11,13,2,4,1,3,3,3,3,0,3,0,1,4,3,6,5,2,4,3,2,3,-1,-1,-1,4,0,0,2,0,1,1,2.7896089916769315,-0.5609356140406917,0.1414075286415712,0.0,0.0,0.0998492840994725,0.0,0.3333333333333333,0.0,0.0,0.2,0.2820874471086037,-1.1440069744534536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,1.0,0.0,0.3333333333333333,0.42857142857142855,0.016666666666666666,0.021261516654854713,0.0,0.3184931506849315,7.251344983372214,7.251344983372214
1,-1,11,13,2,4,2,2,3,3,5,0,0,0,1,4,3,6,1,0,4,3,2,3,-1,-1,-1,4,0,0,2,0,1,1,1.1859760666109338,-0.5609356140406917,0.15155482815057283,0.32832929782082326,0.0,0.23926149208741523,0.0,0.6666666666666666,0.5,0.0,0.5,0.3314527503526093,0.7466390114572394,0.0,0.06883365200764818,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.5,0.23529411764705882,0.5555555555555556,0.42857142857142855,0.8,0.0,0.0,0.3964041095890411,7.501082124259871,7.501082124259871
1,1,11,13,2,4,2,0,1,3,5,0,3,0,1,4,2,6,1,1,4,3,2,3,-1,-1,-1,5,0,0,2,4,1,1,-0.9388375591015128,-0.5609356140406917,0.22127659574468084,0.0,0.0,0.19178598342125094,0.0,0.6666666666666666,0.0,0.0,0.3,0.32863187588152326,1.1165480087006359,0.0,0.4608030592734226,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.25,0.5882352941176471,0.6666666666666666,0.42857142857142855,0.95,0.0,0.0,0.5787671232876712,7.644440761556566,7.644440761556566
1,-1,0,10,2,4,2,1,3,3,5,0,0,2,1,4,3,6,1,2,4,3,2,3,-1,2,-1,4,0,4,1,0,1,1,0.8652494815977344,-0.5609356140406917,0.08248772504091653,0.15302663438256658,0.0,0.17294649585531274,0.0,0.3333333333333333,0.0,0.0,0.3,0.40620592383638926,0.29452801482642155,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.0,0.17647058823529413,0.4444444444444444,0.8571428571428571,0.6833333333333333,0.0,0.0,0.21575342465753425,7.146772179452637,7.146772179452637
1,-1,11,13,1,4,2,2,3,3,2,0,3,0,1,4,2,6,3,1,4,3,2,3,-1,-1,-1,4,0,4,2,0,1,1,0.5846137197111848,0.9989846411938291,0.16333878887070377,0.5036319612590799,0.0,0.3225320271288621,0.0,0.6666666666666666,0.5,0.0,0.6,0.6142454160789845,0.9932450096195038,0.43956043956043955,0.11854684512428298,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.5,0.23529411764705882,0.6666666666666666,0.42857142857142855,0.9,0.15343727852586816,0.0,0.05650684931506849,7.951559331155252,7.951559331155252
1,-1,7,8,2,4,1,3,3,3,4,0,0,4,1,4,0,0,-1,-1,-1,-1,2,0,-1,2,-1,4,0,4,2,0,1,1,2.7094273454236317,-0.5609356140406917,0.26153846153846155,0.47021791767554477,0.8374125874125874,0.5184626978146194,0.0,1.0,0.0,0.0,1.0,0.0,,0.16758241758241757,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.25,0.17647058823529413,0.4444444444444444,0.5714285714285714,0.7333333333333333,0.026931254429482635,0.3181818181818182,0.418236301369863,7.60339933974067,7.60339933974067
1,-1,11,13,2,4,1,3,3,3,0,0,0,0,1,0,3,6,5,2,4,3,2,3,-1,-1,-1,4,0,4,2,0,1,1,,-0.5609356140406917,0.155810147299509,0.0,0.0,0.11642803315749811,0.0,0.3333333333333333,0.0,0.0,0.2,0.1995768688293371,-0.9385019759848999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.5,0.0,0.3333333333333333,0.7142857142857143,0.1,0.040396881644223954,0.0,0.3099315068493151,7.21340005180809,7.21340005180809
1,-1,11,13,3,4,2,2,3,3,2,0,0,0,1,4,2,6,1,1,4,3,2,3,-1,-1,-1,4,0,0,2,0,1,1,1.8274292366373328,0.5502404581811587,0.26563011456628477,0.0,0.0,0.24529012810851544,0.0,0.6666666666666666,0.0,0.0,0.6,0.6100141043723555,1.1165480087006359,0.0,0.1147227533460803,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.25,0.0,0.7777777777777778,0.42857142857142855,0.9333333333333333,0.011162296243798725,0.0,0.6678082191780822,7.843848638152472,7.843848638152472
1,-1,5,6,2,4,1,3,3,3,4,0,3,4,1,4,3,6,1,1,4,3,2,3,-1,-1,-1,4,0,4,2,0,1,1,0.38415960407793515,-0.5609356140406917,0.18592471358428805,0.0,0.0,0.1510926902788244,0.0,0.3333333333333333,0.0,0.0,0.3,0.27080394922425954,-0.5685929787415035,0.5851648351648352,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.5,0.0,0.5555555555555556,0.5714285714285714,0.25,0.15804394046775336,0.0,0.10445205479452055,7.24422751560335,7.24422751560335
1,-1,11,14,2,4,1,3,3,3,4,0,3,2,1,0,3,2,1,2,4,3,2,3,-1,0,-1,4,0,4,2,0,1,1,-0.41765685845506356,-0.5609356140406917,0.197708674304419,0.37191283292978206,0.0,0.29577995478522984,0.0,0.3333333333333333,0.5,0.0,0.5,0.1692524682651622,-1.1851079741471642,0.0,0.0,0.5283018867924528,0.0,0.0,0.0,0.0,0.36363636363636365,0.75,0.17647058823529413,0.4444444444444444,0.2857142857142857,0.5333333333333333,0.031892274982282066,0.23880597014925373,0.2893835616438356,7.22983877815125,7.22983877815125
1,-1,11,13,2,4,2,2,3,3,5,0,3,0,1,4,2,6,3,0,4,3,2,3,-1,-1,-1,4,0,4,2,0,1,1,-0.2172027428218139,-0.5609356140406917,0.1386252045826514,0.5234866828087167,0.0,0.300301431801055,0.0,0.6666666666666666,0.5,0.0,0.6,0.306064880112835,0.9932450096195038,0.13736263736263737,0.09177820267686425,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.25,0.23529411764705882,0.6666666666666666,0.42857142857142855,0.9,0.0,0.0,0.3625856164383562,7.693937325509272,7.693937325509272
1,-1,7,8,2,2,2,2,1,3,2,0,0,0,1,4,2,6,1,1,4,3,2,3,-1,-1,-1,0,0,0,2,0,1,1,,-0.5609356140406917,0.21898527004909984,0.5656174334140436,0.0,0.4118311981914092,0.0,0.6666666666666666,0.5,0.0,0.8,0.5613540197461213,0.5822350126823966,0.28708791208791207,0.10516252390057361,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.23529411764705882,0.7777777777777778,0.7142857142857143,0.7166666666666667,0.1793054571226081,0.0,0.13955479452054795,8.039157390473237,8.039157390473237
1,-1,2,3,2,4,2,-1,-1,-1,-1,0,3,2,1,0,3,6,5,2,4,3,2,3,-1,-1,-1,4,0,4,2,0,1,1,-0.01674862718856422,-0.5609356140406917,0.0,0.0,0.0,0.10324039186134137,0.0,0.3333333333333333,0.0,0.0,0.2,0.21720733427362482,-0.9385019759848999,0.0,0.08604206500956023,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.4444444444444444,0.42857142857142855,0.1,0.0,0.0,0.0,6.877296071497429,6.877296071497429
1,-1,12,14,2,4,2,3,3,3,5,0,3,4,1,4,3,6,5,2,4,3,2,3,-1,2,2,4,0,4,2,0,1,1,-0.7383834434682631,-0.5609356140406917,0.13355155482815056,0.0,0.6293706293706294,0.1586284853051997,0.0,0.3333333333333333,0.0,0.0,0.4,0.3723554301833568,0.2534270151327109,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.025806451612903226,0.7272727272727273,0.0,0.17647058823529413,0.5555555555555556,0.5714285714285714,0.0,0.0,0.0,0.3493150684931507,7.0431599159883405,7.0431599159883405
1,-1,11,13,2,4,2,2,3,3,2,0,0,0,1,4,2,6,1,1,4,3,2,3,-1,-1,-1,4,0,4,2,0,1,1,,-0.5609356140406917,0.15515548281505728,0.43002421307506056,0.0,0.33458929917106256,0.0,0.6666666666666666,0.5,0.0,0.6,0.32651622002820874,0.6233360123761073,0.0,0.248565965583174,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,1.0,0.23529411764705882,0.6666666666666666,0.42857142857142855,0.8666666666666667,0.12313961729270022,0.0,0.10830479452054795,7.6255950721324535,7.6255950721324535
1,-1,5,8,2,4,1,3,3,3,1,0,0,4,1,4,3,6,5,2,4,3,2,3,-1,-1,-1,4,0,4,2,0,1,1,-0.37756603532841365,-0.5609356140406917,0.15548281505728315,0.0,0.0,0.11605124340617935,0.0,0.3333333333333333,0.0,0.0,0.3,0.19746121297602257,0.089023016357868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.25,0.0,0.4444444444444444,0.42857142857142855,0.35,0.07299787384833452,0.19470827679782904,0.1074486301369863,7.085901464365611,7.085901464365611
1,-1,11,13,1,4,2,0,3,3,5,0,3,0,1,4,0,6,1,1,4,3,2,3,-1,-1,-1,5,0,4,2,0,3,1,1.105794420357634,1.0737753383626074,0.3342062193126023,0.0,0.0,0.32177844762622454,0.0,0.6666666666666666,0.5,0.0,0.6,0.9802538787023978,1.239851007781768,0.0,0.17208413001912046,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.75,0.0,0.7777777777777778,0.42857142857142855,0.9833333333333333,0.0,0.0,0.8741438356164384,7.837132014404656,7.837132014404656
1,-1,12,14,1,4,1,3,3,3,4,0,0,4,1,4,3,6,5,2,4,3,2,3,-1,-1,-1,4,0,4,2,0,3,1,,-0.25643063271066535,0.16170212765957448,0.0,0.0,0.12321024868123587,0.0,0.3333333333333333,0.0,0.0,0.3,0.4033850493653032,-0.6507949781289248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,0.25,0.0,0.4444444444444444,0.42857142857142855,0.18333333333333332,0.1465272856130404,0.0,0.06892123287671233,7.158513997329321,7.158513997329321
1,-1,12,14,2,4,0,3,3,2,5,1,3,4,1,4,1,6,5,2,1,3,0,3,-1,-1,-1,4,0,4,2,0,1,1,0.7850678353444345,-0.5609356140406917,0.16497545008183306,0.4997578692493947,0.0,0.35342878673700073,0.0,0.6666666666666666,0.0,0.0,0.6,0.14456981664315938,-2.0071279680213787,0.0,0.09177820267686425,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.25,0.29411764705882354,0.5555555555555556,0.2857142857142857,0.0,0.0,0.0,0.4315068493150685,7.069023426578259,7.069023426578259
1,-1,12,14,2,4,1,3,3,3,4,0,0,4,1,4,3,6,1,2,4,3,2,3,-1,-1,-1,0,0,4,2,0,1,1,-0.17711191969516396,-0.5609356140406917,0.14926350245499181,0.0,0.0,0.10889223813112284,0.0,0.3333333333333333,0.0,0.0,0.3,0.20310296191819463,-0.6096939784352142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.4444444444444444,0.42857142857142855,0.23333333333333334,0.05527994330262225,0.40705563093622793,0.0,7.047517221357296,7.047517221357296
1,-1,5,6,2,4,1,3,3,3,1,0,3,0,1,4,3,6,1,2,4,3,2,3,-1,2,-1,4,0,4,2,0,1,1,-0.17711191969516396,-0.5609356140406917,0.15630114566284778,0.0,0.0,0.11699321778447626,0.0,0.3333333333333333,0.0,0.0,0.4,0.27221438645980256,-0.5274919790477928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.4444444444444444,0.7142857142857143,0.26666666666666666,0.13518781006378455,0.0,0.0821917808219178,7.146772179452637,7.146772179452637
